Analyzer_Comb,Comb_Token,Target,Scenario,N_Detected_CVEs,N_All_CVEs
cppcheck-codechecker-commsca,CPC-CCH-CSA,openssl,Scenario 2 (S.1-2),7,21
cppcheck-codechecker-commsca,CPC-CCH-CSA,openssl,Scenario 3 (S.2-1),7,21
cppcheck-codechecker-commsca,CPC-CCH-CSA,openssl,Scenario 4 (S.2-2),4,21
cppcheck-codechecker-commsca,CPC-CCH-CSA,php,Scenario 1 (S.1-1),8,15
cppcheck-codechecker-commsca,CPC-CCH-CSA,php,Scenario 2 (S.1-2),7,15
cppcheck-codechecker-commsca,CPC-CCH-CSA,php,Scenario 3 (S.2-1),7,15
cppcheck-codechecker-commsca,CPC-CCH-CSA,php,Scenario 4 (S.2-2),6,15
cppcheck-codechecker-commsca,CPC-CCH-CSA,sqlite3,Scenario 1 (S.1-1),7,16
cppcheck-codechecker-commsca,CPC-CCH-CSA,sqlite3,Scenario 2 (S.1-2),6,16
cppcheck-codechecker-commsca,CPC-CCH-CSA,sqlite3,Scenario 3 (S.2-1),7,16
cppcheck-codechecker-commsca,CPC-CCH-CSA,sqlite3,Scenario 4 (S.2-2),6,16
cppcheck-codechecker-commsca,CPC-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),7,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),5,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
cppcheck-codechecker-commsca,CPC-CCH-CSA,binutils,Scenario 1 (S.1-1),49,59
cppcheck-codechecker-commsca,CPC-CCH-CSA,binutils,Scenario 2 (S.1-2),26,59
cppcheck-codechecker-commsca,CPC-CCH-CSA,binutils,Scenario 3 (S.2-1),29,59
cppcheck-codechecker-commsca,CPC-CCH-CSA,binutils,Scenario 4 (S.2-2),14,59
infer-codeql-codechecker,IFR-CQL-CCH,libpng,Scenario 1 (S.1-1),3,7
infer-codeql-codechecker,IFR-CQL-CCH,libpng,Scenario 2 (S.1-2),1,7
infer-codeql-codechecker,IFR-CQL-CCH,libpng,Scenario 3 (S.2-1),1,7
infer-codeql-codechecker,IFR-CQL-CCH,libpng,Scenario 4 (S.2-2),0,7
infer-codeql-codechecker,IFR-CQL-CCH,libtiff,Scenario 1 (S.1-1),5,13
infer-codeql-codechecker,IFR-CQL-CCH,libtiff,Scenario 2 (S.1-2),1,13
infer-codeql-codechecker,IFR-CQL-CCH,libtiff,Scenario 3 (S.2-1),5,13
infer-codeql-codechecker,IFR-CQL-CCH,libtiff,Scenario 4 (S.2-2),1,13
infer-codeql-codechecker,IFR-CQL-CCH,libxml2,Scenario 1 (S.1-1),14,17
infer-codeql-codechecker,IFR-CQL-CCH,libxml2,Scenario 2 (S.1-2),8,17
infer-codeql-codechecker,IFR-CQL-CCH,libxml2,Scenario 3 (S.2-1),14,17
infer-codeql-codechecker,IFR-CQL-CCH,libxml2,Scenario 4 (S.2-2),8,17
infer-codeql-codechecker,IFR-CQL-CCH,poppler,Scenario 1 (S.1-1),3,22
infer-codeql-codechecker,IFR-CQL-CCH,poppler,Scenario 2 (S.1-2),2,22
infer-codeql-codechecker,IFR-CQL-CCH,poppler,Scenario 3 (S.2-1),3,22
infer-codeql-codechecker,IFR-CQL-CCH,poppler,Scenario 4 (S.2-2),2,22
infer-codeql-codechecker,IFR-CQL-CCH,openssl,Scenario 1 (S.1-1),11,21
infer-codeql-codechecker,IFR-CQL-CCH,openssl,Scenario 2 (S.1-2),7,21
infer-codeql-codechecker,IFR-CQL-CCH,openssl,Scenario 3 (S.2-1),10,21
infer-codeql-codechecker,IFR-CQL-CCH,openssl,Scenario 4 (S.2-2),4,21
infer-codeql-codechecker,IFR-CQL-CCH,php,Scenario 1 (S.1-1),11,15
infer-codeql-codechecker,IFR-CQL-CCH,php,Scenario 2 (S.1-2),9,15
infer-codeql-codechecker,IFR-CQL-CCH,php,Scenario 3 (S.2-1),10,15
infer-codeql-codechecker,IFR-CQL-CCH,php,Scenario 4 (S.2-2),8,15
infer-codeql-codechecker,IFR-CQL-CCH,sqlite3,Scenario 1 (S.1-1),9,16
infer-codeql-codechecker,IFR-CQL-CCH,sqlite3,Scenario 2 (S.1-2),7,16
infer-codeql-codechecker,IFR-CQL-CCH,sqlite3,Scenario 3 (S.2-1),9,16
infer-codeql-codechecker,IFR-CQL-CCH,sqlite3,Scenario 4 (S.2-2),7,16
infer-codeql-codechecker,IFR-CQL-CCH,ffmpeg,Scenario 1 (S.1-1),3,22
infer-codeql-codechecker,IFR-CQL-CCH,ffmpeg,Scenario 2 (S.1-2),1,22
infer-codeql-codechecker,IFR-CQL-CCH,ffmpeg,Scenario 3 (S.2-1),2,22
infer-codeql-codechecker,IFR-CQL-CCH,ffmpeg,Scenario 4 (S.2-2),1,22
infer-codeql-codechecker,IFR-CQL-CCH,binutils,Scenario 1 (S.1-1),19,59
infer-codeql-codechecker,IFR-CQL-CCH,binutils,Scenario 2 (S.1-2),11,59
infer-codeql-codechecker,IFR-CQL-CCH,binutils,Scenario 3 (S.2-1),7,59
infer-codeql-codechecker,IFR-CQL-CCH,binutils,Scenario 4 (S.2-2),0,59
infer-codeql-commsca,IFR-CQL-CSA,libpng,Scenario 1 (S.1-1),3,7
infer-codeql-commsca,IFR-CQL-CSA,libpng,Scenario 2 (S.1-2),2,7
infer-codeql-commsca,IFR-CQL-CSA,libpng,Scenario 3 (S.2-1),1,7
infer-codeql-commsca,IFR-CQL-CSA,libpng,Scenario 4 (S.2-2),0,7
infer-codeql-commsca,IFR-CQL-CSA,libtiff,Scenario 1 (S.1-1),7,13
infer-codeql-commsca,IFR-CQL-CSA,libtiff,Scenario 2 (S.1-2),3,13
infer-codeql-commsca,IFR-CQL-CSA,libtiff,Scenario 3 (S.2-1),6,13
infer-codeql-commsca,IFR-CQL-CSA,libtiff,Scenario 4 (S.2-2),2,13
infer-codeql-commsca,IFR-CQL-CSA,libxml2,Scenario 1 (S.1-1),14,17
infer-codeql-commsca,IFR-CQL-CSA,libxml2,Scenario 2 (S.1-2),8,17
infer-codeql-commsca,IFR-CQL-CSA,libxml2,Scenario 3 (S.2-1),14,17
infer-codeql-commsca,IFR-CQL-CSA,libxml2,Scenario 4 (S.2-2),8,17
infer-codeql-commsca,IFR-CQL-CSA,poppler,Scenario 1 (S.1-1),13,22
infer-codeql-commsca,IFR-CQL-CSA,poppler,Scenario 2 (S.1-2),4,22
infer-codeql-commsca,IFR-CQL-CSA,poppler,Scenario 3 (S.2-1),13,22
infer-codeql-commsca,IFR-CQL-CSA,poppler,Scenario 4 (S.2-2),4,22
infer-codeql-commsca,IFR-CQL-CSA,openssl,Scenario 1 (S.1-1),14,21
infer-codeql-commsca,IFR-CQL-CSA,openssl,Scenario 2 (S.1-2),9,21
infer-codeql-commsca,IFR-CQL-CSA,openssl,Scenario 3 (S.2-1),12,21
infer-codeql-commsca,IFR-CQL-CSA,openssl,Scenario 4 (S.2-2),6,21
infer-codeql-commsca,IFR-CQL-CSA,php,Scenario 1 (S.1-1),11,15
infer-codeql-commsca,IFR-CQL-CSA,php,Scenario 2 (S.1-2),10,15
infer-codeql-commsca,IFR-CQL-CSA,php,Scenario 3 (S.2-1),10,15
infer-codeql-commsca,IFR-CQL-CSA,php,Scenario 4 (S.2-2),9,15
infer-codeql-commsca,IFR-CQL-CSA,sqlite3,Scenario 1 (S.1-1),9,16
infer-codeql-commsca,IFR-CQL-CSA,sqlite3,Scenario 2 (S.1-2),9,16
infer-codeql-commsca,IFR-CQL-CSA,sqlite3,Scenario 3 (S.2-1),9,16
infer-codeql-commsca,IFR-CQL-CSA,sqlite3,Scenario 4 (S.2-2),9,16
infer-codeql-commsca,IFR-CQL-CSA,ffmpeg,Scenario 1 (S.1-1),9,22
infer-codeql-commsca,IFR-CQL-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
infer-codeql-commsca,IFR-CQL-CSA,ffmpeg,Scenario 3 (S.2-1),8,22
infer-codeql-commsca,IFR-CQL-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
infer-codeql-commsca,IFR-CQL-CSA,binutils,Scenario 1 (S.1-1),46,59
infer-codeql-commsca,IFR-CQL-CSA,binutils,Scenario 2 (S.1-2),27,59
infer-codeql-commsca,IFR-CQL-CSA,binutils,Scenario 3 (S.2-1),26,59
infer-codeql-commsca,IFR-CQL-CSA,binutils,Scenario 4 (S.2-2),14,59
infer-codechecker-commsca,IFR-CCH-CSA,libpng,Scenario 1 (S.1-1),2,7
infer-codechecker-commsca,IFR-CCH-CSA,libpng,Scenario 2 (S.1-2),1,7
infer-codechecker-commsca,IFR-CCH-CSA,libpng,Scenario 3 (S.2-1),0,7
infer-codechecker-commsca,IFR-CCH-CSA,libpng,Scenario 4 (S.2-2),0,7
infer-codechecker-commsca,IFR-CCH-CSA,libtiff,Scenario 1 (S.1-1),5,13
infer-codechecker-commsca,IFR-CCH-CSA,libtiff,Scenario 2 (S.1-2),3,13
infer-codechecker-commsca,IFR-CCH-CSA,libtiff,Scenario 3 (S.2-1),4,13
infer-codechecker-commsca,IFR-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
infer-codechecker-commsca,IFR-CCH-CSA,libxml2,Scenario 1 (S.1-1),10,17
infer-codechecker-commsca,IFR-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
infer-codechecker-commsca,IFR-CCH-CSA,libxml2,Scenario 3 (S.2-1),7,17
infer-codechecker-commsca,IFR-CCH-CSA,libxml2,Scenario 4 (S.2-2),6,17
infer-codechecker-commsca,IFR-CCH-CSA,poppler,Scenario 1 (S.1-1),13,22
infer-codechecker-commsca,IFR-CCH-CSA,poppler,Scenario 2 (S.1-2),4,22
infer-codechecker-commsca,IFR-CCH-CSA,poppler,Scenario 3 (S.2-1),13,22
infer-codechecker-commsca,IFR-CCH-CSA,poppler,Scenario 4 (S.2-2),4,22
infer-codechecker-commsca,IFR-CCH-CSA,openssl,Scenario 1 (S.1-1),11,21
infer-codechecker-commsca,IFR-CCH-CSA,openssl,Scenario 2 (S.1-2),8,21
infer-codechecker-commsca,IFR-CCH-CSA,openssl,Scenario 3 (S.2-1),8,21
infer-codechecker-commsca,IFR-CCH-CSA,openssl,Scenario 4 (S.2-2),5,21
infer-codechecker-commsca,IFR-CCH-CSA,php,Scenario 1 (S.1-1),8,15
infer-codechecker-commsca,IFR-CCH-CSA,php,Scenario 2 (S.1-2),7,15
infer-codechecker-commsca,IFR-CCH-CSA,php,Scenario 3 (S.2-1),7,15
infer-codechecker-commsca,IFR-CCH-CSA,php,Scenario 4 (S.2-2),6,15
infer-codechecker-commsca,IFR-CCH-CSA,sqlite3,Scenario 1 (S.1-1),9,16
infer-codechecker-commsca,IFR-CCH-CSA,sqlite3,Scenario 2 (S.1-2),6,16
infer-codechecker-commsca,IFR-CCH-CSA,sqlite3,Scenario 3 (S.2-1),9,16
infer-codechecker-commsca,IFR-CCH-CSA,sqlite3,Scenario 4 (S.2-2),6,16
infer-codechecker-commsca,IFR-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),7,22
infer-codechecker-commsca,IFR-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),3,22
infer-codechecker-commsca,IFR-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),5,22
infer-codechecker-commsca,IFR-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),2,22
infer-codechecker-commsca,IFR-CCH-CSA,binutils,Scenario 1 (S.1-1),50,59
infer-codechecker-commsca,IFR-CCH-CSA,binutils,Scenario 2 (S.1-2),27,59
infer-codechecker-commsca,IFR-CCH-CSA,binutils,Scenario 3 (S.2-1),30,59
infer-codechecker-commsca,IFR-CCH-CSA,binutils,Scenario 4 (S.2-2),14,59
codeql-codechecker-commsca,CQL-CCH-CSA,libpng,Scenario 1 (S.1-1),3,7
codeql-codechecker-commsca,CQL-CCH-CSA,libpng,Scenario 2 (S.1-2),2,7
codeql-codechecker-commsca,CQL-CCH-CSA,libpng,Scenario 3 (S.2-1),1,7
codeql-codechecker-commsca,CQL-CCH-CSA,libpng,Scenario 4 (S.2-2),0,7
codeql-codechecker-commsca,CQL-CCH-CSA,libtiff,Scenario 1 (S.1-1),7,13
codeql-codechecker-commsca,CQL-CCH-CSA,libtiff,Scenario 2 (S.1-2),3,13
codeql-codechecker-commsca,CQL-CCH-CSA,libtiff,Scenario 3 (S.2-1),6,13
codeql-codechecker-commsca,CQL-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
codeql-codechecker-commsca,CQL-CCH-CSA,libxml2,Scenario 1 (S.1-1),14,17
codeql-codechecker-commsca,CQL-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
codeql-codechecker-commsca,CQL-CCH-CSA,libxml2,Scenario 3 (S.2-1),14,17
codeql-codechecker-commsca,CQL-CCH-CSA,libxml2,Scenario 4 (S.2-2),8,17
codeql-codechecker-commsca,CQL-CCH-CSA,poppler,Scenario 1 (S.1-1),12,22
codeql-codechecker-commsca,CQL-CCH-CSA,poppler,Scenario 2 (S.1-2),2,22
codeql-codechecker-commsca,CQL-CCH-CSA,poppler,Scenario 3 (S.2-1),11,22
codeql-codechecker-commsca,CQL-CCH-CSA,poppler,Scenario 4 (S.2-2),2,22
codeql-codechecker-commsca,CQL-CCH-CSA,openssl,Scenario 1 (S.1-1),14,21
codeql-codechecker-commsca,CQL-CCH-CSA,openssl,Scenario 2 (S.1-2),9,21
codeql-codechecker-commsca,CQL-CCH-CSA,openssl,Scenario 3 (S.2-1),12,21
codeql-codechecker-commsca,CQL-CCH-CSA,openssl,Scenario 4 (S.2-2),6,21
codeql-codechecker-commsca,CQL-CCH-CSA,php,Scenario 1 (S.1-1),11,15
codeql-codechecker-commsca,CQL-CCH-CSA,php,Scenario 2 (S.1-2),10,15
codeql-codechecker-commsca,CQL-CCH-CSA,php,Scenario 3 (S.2-1),10,15
codeql-codechecker-commsca,CQL-CCH-CSA,php,Scenario 4 (S.2-2),9,15
codeql-codechecker-commsca,CQL-CCH-CSA,sqlite3,Scenario 1 (S.1-1),9,16
codeql-codechecker-commsca,CQL-CCH-CSA,sqlite3,Scenario 2 (S.1-2),8,16
codeql-codechecker-commsca,CQL-CCH-CSA,sqlite3,Scenario 3 (S.2-1),9,16
codeql-codechecker-commsca,CQL-CCH-CSA,sqlite3,Scenario 4 (S.2-2),8,16
codeql-codechecker-commsca,CQL-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),9,22
codeql-codechecker-commsca,CQL-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
codeql-codechecker-commsca,CQL-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),8,22
codeql-codechecker-commsca,CQL-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
codeql-codechecker-commsca,CQL-CCH-CSA,binutils,Scenario 1 (S.1-1),49,59
codeql-codechecker-commsca,CQL-CCH-CSA,binutils,Scenario 2 (S.1-2),26,59
codeql-codechecker-commsca,CQL-CCH-CSA,binutils,Scenario 3 (S.2-1),29,59
codeql-codechecker-commsca,CQL-CCH-CSA,binutils,Scenario 4 (S.2-2),14,59
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libpng,Scenario 1 (S.1-1),4,7
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libpng,Scenario 2 (S.1-2),3,7
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libpng,Scenario 3 (S.2-1),2,7
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,poppler,Scenario 1 (S.1-1),4,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,poppler,Scenario 3 (S.2-1),4,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,openssl,Scenario 1 (S.1-1),13,21
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,openssl,Scenario 2 (S.1-2),8,21
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,openssl,Scenario 3 (S.2-1),12,21
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,openssl,Scenario 4 (S.2-2),5,21
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,php,Scenario 1 (S.1-1),11,15
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,php,Scenario 2 (S.1-2),10,15
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,php,Scenario 3 (S.2-1),10,15
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,php,Scenario 4 (S.2-2),9,15
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,ffmpeg,Scenario 4 (S.2-2),4,22
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,binutils,Scenario 1 (S.1-1),29,59
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,binutils,Scenario 2 (S.1-2),18,59
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,binutils,Scenario 3 (S.2-1),13,59
flawfinder-cppcheck-infer-codeql,FLF-CPC-IFR-CQL,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libtiff,Scenario 1 (S.1-1),1,13
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libtiff,Scenario 2 (S.1-2),1,13
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libtiff,Scenario 3 (S.2-1),0,13
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libtiff,Scenario 4 (S.2-2),0,13
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libxml2,Scenario 1 (S.1-1),5,17
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libxml2,Scenario 2 (S.1-2),5,17
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libxml2,Scenario 3 (S.2-1),5,17
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,libxml2,Scenario 4 (S.2-2),4,17
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,poppler,Scenario 1 (S.1-1),4,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,poppler,Scenario 3 (S.2-1),4,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,openssl,Scenario 1 (S.1-1),10,21
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,openssl,Scenario 2 (S.1-2),7,21
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,openssl,Scenario 3 (S.2-1),7,21
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,openssl,Scenario 4 (S.2-2),4,21
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,php,Scenario 1 (S.1-1),5,15
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,php,Scenario 2 (S.1-2),4,15
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,php,Scenario 3 (S.2-1),5,15
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,php,Scenario 4 (S.2-2),4,15
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,sqlite3,Scenario 1 (S.1-1),8,16
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,sqlite3,Scenario 2 (S.1-2),4,16
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,sqlite3,Scenario 3 (S.2-1),8,16
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,sqlite3,Scenario 4 (S.2-2),4,16
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,ffmpeg,Scenario 1 (S.1-1),7,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,ffmpeg,Scenario 3 (S.2-1),6,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,binutils,Scenario 1 (S.1-1),32,59
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,binutils,Scenario 2 (S.1-2),18,59
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,binutils,Scenario 3 (S.2-1),16,59
flawfinder-cppcheck-infer-codechecker,FLF-CPC-IFR-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libxml2,Scenario 3 (S.2-1),9,17
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,poppler,Scenario 1 (S.1-1),14,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,poppler,Scenario 2 (S.1-2),5,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,poppler,Scenario 3 (S.2-1),14,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,poppler,Scenario 4 (S.2-2),5,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,openssl,Scenario 1 (S.1-1),11,21
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,openssl,Scenario 2 (S.1-2),8,21
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,openssl,Scenario 3 (S.2-1),8,21
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,openssl,Scenario 4 (S.2-2),5,21
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,sqlite3,Scenario 1 (S.1-1),8,16
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,sqlite3,Scenario 3 (S.2-1),8,16
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,binutils,Scenario 1 (S.1-1),49,59
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,binutils,Scenario 3 (S.2-1),30,59
flawfinder-cppcheck-infer-commsca,FLF-CPC-IFR-CSA,binutils,Scenario 4 (S.2-2),15,59
