Analyzer_Comb,Comb_Token,Target,Scenario,N_Detected_CVEs,N_All_CVEs
codechecker-commsca,CCH-CSA,php,Scenario 4 (S.2-2),6,15
codechecker-commsca,CCH-CSA,sqlite3,Scenario 1 (S.1-1),7,16
codechecker-commsca,CCH-CSA,sqlite3,Scenario 2 (S.1-2),5,16
codechecker-commsca,CCH-CSA,sqlite3,Scenario 3 (S.2-1),7,16
codechecker-commsca,CCH-CSA,sqlite3,Scenario 4 (S.2-2),5,16
codechecker-commsca,CCH-CSA,ffmpeg,Scenario 1 (S.1-1),7,22
codechecker-commsca,CCH-CSA,ffmpeg,Scenario 2 (S.1-2),3,22
codechecker-commsca,CCH-CSA,ffmpeg,Scenario 3 (S.2-1),5,22
codechecker-commsca,CCH-CSA,ffmpeg,Scenario 4 (S.2-2),2,22
codechecker-commsca,CCH-CSA,binutils,Scenario 1 (S.1-1),49,59
codechecker-commsca,CCH-CSA,binutils,Scenario 2 (S.1-2),26,59
codechecker-commsca,CCH-CSA,binutils,Scenario 3 (S.2-1),29,59
codechecker-commsca,CCH-CSA,binutils,Scenario 4 (S.2-2),14,59
flawfinder-cppcheck-infer,FLF-CPC-IFR,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-infer,FLF-CPC-IFR,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-infer,FLF-CPC-IFR,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-infer,FLF-CPC-IFR,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-infer,FLF-CPC-IFR,libtiff,Scenario 1 (S.1-1),1,13
flawfinder-cppcheck-infer,FLF-CPC-IFR,libtiff,Scenario 2 (S.1-2),1,13
flawfinder-cppcheck-infer,FLF-CPC-IFR,libtiff,Scenario 3 (S.2-1),0,13
flawfinder-cppcheck-infer,FLF-CPC-IFR,libtiff,Scenario 4 (S.2-2),0,13
flawfinder-cppcheck-infer,FLF-CPC-IFR,libxml2,Scenario 1 (S.1-1),5,17
flawfinder-cppcheck-infer,FLF-CPC-IFR,libxml2,Scenario 2 (S.1-2),5,17
flawfinder-cppcheck-infer,FLF-CPC-IFR,libxml2,Scenario 3 (S.2-1),5,17
flawfinder-cppcheck-infer,FLF-CPC-IFR,libxml2,Scenario 4 (S.2-2),4,17
flawfinder-cppcheck-infer,FLF-CPC-IFR,poppler,Scenario 1 (S.1-1),4,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,poppler,Scenario 3 (S.2-1),4,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,openssl,Scenario 1 (S.1-1),8,21
flawfinder-cppcheck-infer,FLF-CPC-IFR,openssl,Scenario 2 (S.1-2),5,21
flawfinder-cppcheck-infer,FLF-CPC-IFR,openssl,Scenario 3 (S.2-1),6,21
flawfinder-cppcheck-infer,FLF-CPC-IFR,openssl,Scenario 4 (S.2-2),3,21
flawfinder-cppcheck-infer,FLF-CPC-IFR,php,Scenario 1 (S.1-1),5,15
flawfinder-cppcheck-infer,FLF-CPC-IFR,php,Scenario 2 (S.1-2),4,15
flawfinder-cppcheck-infer,FLF-CPC-IFR,php,Scenario 3 (S.2-1),5,15
flawfinder-cppcheck-infer,FLF-CPC-IFR,php,Scenario 4 (S.2-2),4,15
flawfinder-cppcheck-infer,FLF-CPC-IFR,sqlite3,Scenario 1 (S.1-1),6,16
flawfinder-cppcheck-infer,FLF-CPC-IFR,sqlite3,Scenario 2 (S.1-2),2,16
flawfinder-cppcheck-infer,FLF-CPC-IFR,sqlite3,Scenario 3 (S.2-1),6,16
flawfinder-cppcheck-infer,FLF-CPC-IFR,sqlite3,Scenario 4 (S.2-2),2,16
flawfinder-cppcheck-infer,FLF-CPC-IFR,ffmpeg,Scenario 1 (S.1-1),7,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,ffmpeg,Scenario 3 (S.2-1),6,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-infer,FLF-CPC-IFR,binutils,Scenario 1 (S.1-1),29,59
flawfinder-cppcheck-infer,FLF-CPC-IFR,binutils,Scenario 2 (S.1-2),18,59
flawfinder-cppcheck-infer,FLF-CPC-IFR,binutils,Scenario 3 (S.2-1),13,59
flawfinder-cppcheck-infer,FLF-CPC-IFR,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libpng,Scenario 1 (S.1-1),4,7
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libpng,Scenario 2 (S.1-2),3,7
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libpng,Scenario 3 (S.2-1),2,7
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-cppcheck-codeql,FLF-CPC-CQL,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-cppcheck-codeql,FLF-CPC-CQL,poppler,Scenario 1 (S.1-1),2,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,poppler,Scenario 2 (S.1-2),1,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,poppler,Scenario 3 (S.2-1),2,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,poppler,Scenario 4 (S.2-2),1,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,openssl,Scenario 1 (S.1-1),13,21
flawfinder-cppcheck-codeql,FLF-CPC-CQL,openssl,Scenario 2 (S.1-2),8,21
flawfinder-cppcheck-codeql,FLF-CPC-CQL,openssl,Scenario 3 (S.2-1),11,21
flawfinder-cppcheck-codeql,FLF-CPC-CQL,openssl,Scenario 4 (S.2-2),5,21
flawfinder-cppcheck-codeql,FLF-CPC-CQL,php,Scenario 1 (S.1-1),11,15
flawfinder-cppcheck-codeql,FLF-CPC-CQL,php,Scenario 2 (S.1-2),10,15
flawfinder-cppcheck-codeql,FLF-CPC-CQL,php,Scenario 3 (S.2-1),9,15
flawfinder-cppcheck-codeql,FLF-CPC-CQL,php,Scenario 4 (S.2-2),8,15
flawfinder-cppcheck-codeql,FLF-CPC-CQL,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-cppcheck-codeql,FLF-CPC-CQL,sqlite3,Scenario 2 (S.1-2),5,16
flawfinder-cppcheck-codeql,FLF-CPC-CQL,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-cppcheck-codeql,FLF-CPC-CQL,sqlite3,Scenario 4 (S.2-2),5,16
flawfinder-cppcheck-codeql,FLF-CPC-CQL,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,ffmpeg,Scenario 4 (S.2-2),4,22
flawfinder-cppcheck-codeql,FLF-CPC-CQL,binutils,Scenario 1 (S.1-1),23,59
flawfinder-cppcheck-codeql,FLF-CPC-CQL,binutils,Scenario 2 (S.1-2),13,59
flawfinder-cppcheck-codeql,FLF-CPC-CQL,binutils,Scenario 3 (S.2-1),12,59
flawfinder-cppcheck-codeql,FLF-CPC-CQL,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libtiff,Scenario 1 (S.1-1),1,13
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libtiff,Scenario 2 (S.1-2),1,13
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libtiff,Scenario 3 (S.2-1),0,13
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libtiff,Scenario 4 (S.2-2),0,13
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libxml2,Scenario 1 (S.1-1),5,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libxml2,Scenario 2 (S.1-2),5,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libxml2,Scenario 3 (S.2-1),5,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,libxml2,Scenario 4 (S.2-2),4,17
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,poppler,Scenario 1 (S.1-1),2,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,poppler,Scenario 2 (S.1-2),1,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,poppler,Scenario 3 (S.2-1),2,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,poppler,Scenario 4 (S.2-2),1,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,openssl,Scenario 1 (S.1-1),9,21
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,openssl,Scenario 2 (S.1-2),6,21
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,openssl,Scenario 3 (S.2-1),6,21
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,openssl,Scenario 4 (S.2-2),3,21
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,php,Scenario 1 (S.1-1),3,15
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,php,Scenario 2 (S.1-2),3,15
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,php,Scenario 3 (S.2-1),2,15
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,php,Scenario 4 (S.2-2),2,15
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,sqlite3,Scenario 1 (S.1-1),5,16
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,sqlite3,Scenario 2 (S.1-2),3,16
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,sqlite3,Scenario 3 (S.2-1),5,16
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,sqlite3,Scenario 4 (S.2-2),3,16
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,ffmpeg,Scenario 1 (S.1-1),7,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,ffmpeg,Scenario 3 (S.2-1),6,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,binutils,Scenario 1 (S.1-1),26,59
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,binutils,Scenario 2 (S.1-2),13,59
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,binutils,Scenario 3 (S.2-1),15,59
flawfinder-cppcheck-codechecker,FLF-CPC-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libxml2,Scenario 3 (S.2-1),9,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-cppcheck-commsca,FLF-CPC-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,openssl,Scenario 1 (S.1-1),10,21
flawfinder-cppcheck-commsca,FLF-CPC-CSA,openssl,Scenario 2 (S.1-2),7,21
flawfinder-cppcheck-commsca,FLF-CPC-CSA,openssl,Scenario 3 (S.2-1),7,21
flawfinder-cppcheck-commsca,FLF-CPC-CSA,openssl,Scenario 4 (S.2-2),4,21
flawfinder-cppcheck-commsca,FLF-CPC-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-cppcheck-commsca,FLF-CPC-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-cppcheck-commsca,FLF-CPC-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-cppcheck-commsca,FLF-CPC-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-cppcheck-commsca,FLF-CPC-CSA,sqlite3,Scenario 1 (S.1-1),6,16
flawfinder-cppcheck-commsca,FLF-CPC-CSA,sqlite3,Scenario 2 (S.1-2),5,16
flawfinder-cppcheck-commsca,FLF-CPC-CSA,sqlite3,Scenario 3 (S.2-1),6,16
flawfinder-cppcheck-commsca,FLF-CPC-CSA,sqlite3,Scenario 4 (S.2-2),5,16
flawfinder-cppcheck-commsca,FLF-CPC-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-commsca,FLF-CPC-CSA,binutils,Scenario 1 (S.1-1),48,59
flawfinder-cppcheck-commsca,FLF-CPC-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-cppcheck-commsca,FLF-CPC-CSA,binutils,Scenario 3 (S.2-1),29,59
flawfinder-cppcheck-commsca,FLF-CPC-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-infer-codeql,FLF-IFR-CQL,libpng,Scenario 1 (S.1-1),4,7
flawfinder-infer-codeql,FLF-IFR-CQL,libpng,Scenario 2 (S.1-2),3,7
flawfinder-infer-codeql,FLF-IFR-CQL,libpng,Scenario 3 (S.2-1),2,7
flawfinder-infer-codeql,FLF-IFR-CQL,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-codeql,FLF-IFR-CQL,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-infer-codeql,FLF-IFR-CQL,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-infer-codeql,FLF-IFR-CQL,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-infer-codeql,FLF-IFR-CQL,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-infer-codeql,FLF-IFR-CQL,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-infer-codeql,FLF-IFR-CQL,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-infer-codeql,FLF-IFR-CQL,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-infer-codeql,FLF-IFR-CQL,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-infer-codeql,FLF-IFR-CQL,poppler,Scenario 1 (S.1-1),4,22
flawfinder-infer-codeql,FLF-IFR-CQL,poppler,Scenario 2 (S.1-2),3,22
flawfinder-infer-codeql,FLF-IFR-CQL,poppler,Scenario 3 (S.2-1),4,22
flawfinder-infer-codeql,FLF-IFR-CQL,poppler,Scenario 4 (S.2-2),3,22
flawfinder-infer-codeql,FLF-IFR-CQL,openssl,Scenario 1 (S.1-1),13,21
flawfinder-infer-codeql,FLF-IFR-CQL,openssl,Scenario 2 (S.1-2),8,21
flawfinder-infer-codeql,FLF-IFR-CQL,openssl,Scenario 3 (S.2-1),12,21
flawfinder-infer-codeql,FLF-IFR-CQL,openssl,Scenario 4 (S.2-2),5,21
flawfinder-infer-codeql,FLF-IFR-CQL,php,Scenario 1 (S.1-1),11,15
flawfinder-infer-codeql,FLF-IFR-CQL,php,Scenario 2 (S.1-2),10,15
flawfinder-infer-codeql,FLF-IFR-CQL,php,Scenario 3 (S.2-1),10,15
flawfinder-infer-codeql,FLF-IFR-CQL,php,Scenario 4 (S.2-2),9,15
flawfinder-infer-codeql,FLF-IFR-CQL,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-infer-codeql,FLF-IFR-CQL,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-infer-codeql,FLF-IFR-CQL,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-infer-codeql,FLF-IFR-CQL,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-infer-codeql,FLF-IFR-CQL,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-infer-codeql,FLF-IFR-CQL,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-infer-codeql,FLF-IFR-CQL,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-infer-codeql,FLF-IFR-CQL,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-infer-codeql,FLF-IFR-CQL,binutils,Scenario 1 (S.1-1),26,59
flawfinder-infer-codeql,FLF-IFR-CQL,binutils,Scenario 2 (S.1-2),18,59
flawfinder-infer-codeql,FLF-IFR-CQL,binutils,Scenario 3 (S.2-1),10,59
flawfinder-infer-codeql,FLF-IFR-CQL,binutils,Scenario 4 (S.2-2),4,59
flawfinder-infer-codechecker,FLF-IFR-CCH,libpng,Scenario 1 (S.1-1),3,7
flawfinder-infer-codechecker,FLF-IFR-CCH,libpng,Scenario 2 (S.1-2),2,7
flawfinder-infer-codechecker,FLF-IFR-CCH,libpng,Scenario 3 (S.2-1),1,7
flawfinder-infer-codechecker,FLF-IFR-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-codechecker,FLF-IFR-CCH,libtiff,Scenario 1 (S.1-1),1,13
flawfinder-infer-codechecker,FLF-IFR-CCH,libtiff,Scenario 2 (S.1-2),1,13
flawfinder-infer-codechecker,FLF-IFR-CCH,libtiff,Scenario 3 (S.2-1),0,13
flawfinder-infer-codechecker,FLF-IFR-CCH,libtiff,Scenario 4 (S.2-2),0,13
flawfinder-infer-codechecker,FLF-IFR-CCH,libxml2,Scenario 1 (S.1-1),5,17
flawfinder-infer-codechecker,FLF-IFR-CCH,libxml2,Scenario 2 (S.1-2),5,17
flawfinder-infer-codechecker,FLF-IFR-CCH,libxml2,Scenario 3 (S.2-1),4,17
flawfinder-infer-codechecker,FLF-IFR-CCH,libxml2,Scenario 4 (S.2-2),4,17
flawfinder-infer-codechecker,FLF-IFR-CCH,poppler,Scenario 1 (S.1-1),4,22
flawfinder-infer-codechecker,FLF-IFR-CCH,poppler,Scenario 2 (S.1-2),3,22
flawfinder-infer-codechecker,FLF-IFR-CCH,poppler,Scenario 3 (S.2-1),4,22
flawfinder-infer-codechecker,FLF-IFR-CCH,poppler,Scenario 4 (S.2-2),3,22
flawfinder-infer-codechecker,FLF-IFR-CCH,openssl,Scenario 1 (S.1-1),10,21
flawfinder-infer-codechecker,FLF-IFR-CCH,openssl,Scenario 2 (S.1-2),7,21
flawfinder-infer-codechecker,FLF-IFR-CCH,openssl,Scenario 3 (S.2-1),7,21
flawfinder-infer-codechecker,FLF-IFR-CCH,openssl,Scenario 4 (S.2-2),4,21
flawfinder-infer-codechecker,FLF-IFR-CCH,php,Scenario 1 (S.1-1),5,15
flawfinder-infer-codechecker,FLF-IFR-CCH,php,Scenario 2 (S.1-2),4,15
flawfinder-infer-codechecker,FLF-IFR-CCH,php,Scenario 3 (S.2-1),5,15
flawfinder-infer-codechecker,FLF-IFR-CCH,php,Scenario 4 (S.2-2),4,15
flawfinder-infer-codechecker,FLF-IFR-CCH,sqlite3,Scenario 1 (S.1-1),7,16
flawfinder-infer-codechecker,FLF-IFR-CCH,sqlite3,Scenario 2 (S.1-2),4,16
flawfinder-infer-codechecker,FLF-IFR-CCH,sqlite3,Scenario 3 (S.2-1),7,16
flawfinder-infer-codechecker,FLF-IFR-CCH,sqlite3,Scenario 4 (S.2-2),4,16
flawfinder-infer-codechecker,FLF-IFR-CCH,ffmpeg,Scenario 1 (S.1-1),7,22
flawfinder-infer-codechecker,FLF-IFR-CCH,ffmpeg,Scenario 2 (S.1-2),2,22
flawfinder-infer-codechecker,FLF-IFR-CCH,ffmpeg,Scenario 3 (S.2-1),6,22
flawfinder-infer-codechecker,FLF-IFR-CCH,ffmpeg,Scenario 4 (S.2-2),2,22
flawfinder-infer-codechecker,FLF-IFR-CCH,binutils,Scenario 1 (S.1-1),31,59
flawfinder-infer-codechecker,FLF-IFR-CCH,binutils,Scenario 2 (S.1-2),18,59
flawfinder-infer-codechecker,FLF-IFR-CCH,binutils,Scenario 3 (S.2-1),15,59
flawfinder-infer-codechecker,FLF-IFR-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-infer-commsca,FLF-IFR-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-infer-commsca,FLF-IFR-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-infer-commsca,FLF-IFR-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-infer-commsca,FLF-IFR-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-commsca,FLF-IFR-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-infer-commsca,FLF-IFR-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-infer-commsca,FLF-IFR-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-infer-commsca,FLF-IFR-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-infer-commsca,FLF-IFR-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-infer-commsca,FLF-IFR-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-infer-commsca,FLF-IFR-CSA,libxml2,Scenario 3 (S.2-1),8,17
flawfinder-infer-commsca,FLF-IFR-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-infer-commsca,FLF-IFR-CSA,poppler,Scenario 1 (S.1-1),14,22
flawfinder-infer-commsca,FLF-IFR-CSA,poppler,Scenario 2 (S.1-2),5,22
flawfinder-infer-commsca,FLF-IFR-CSA,poppler,Scenario 3 (S.2-1),14,22
flawfinder-infer-commsca,FLF-IFR-CSA,poppler,Scenario 4 (S.2-2),5,22
flawfinder-infer-commsca,FLF-IFR-CSA,openssl,Scenario 1 (S.1-1),11,21
flawfinder-infer-commsca,FLF-IFR-CSA,openssl,Scenario 2 (S.1-2),8,21
flawfinder-infer-commsca,FLF-IFR-CSA,openssl,Scenario 3 (S.2-1),8,21
flawfinder-infer-commsca,FLF-IFR-CSA,openssl,Scenario 4 (S.2-2),5,21
flawfinder-infer-commsca,FLF-IFR-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-infer-commsca,FLF-IFR-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-infer-commsca,FLF-IFR-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-infer-commsca,FLF-IFR-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-infer-commsca,FLF-IFR-CSA,sqlite3,Scenario 1 (S.1-1),8,16
flawfinder-infer-commsca,FLF-IFR-CSA,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-infer-commsca,FLF-IFR-CSA,sqlite3,Scenario 3 (S.2-1),8,16
flawfinder-infer-commsca,FLF-IFR-CSA,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-infer-commsca,FLF-IFR-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-infer-commsca,FLF-IFR-CSA,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-infer-commsca,FLF-IFR-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-infer-commsca,FLF-IFR-CSA,ffmpeg,Scenario 4 (S.2-2),2,22
flawfinder-infer-commsca,FLF-IFR-CSA,binutils,Scenario 1 (S.1-1),47,59
flawfinder-infer-commsca,FLF-IFR-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-infer-commsca,FLF-IFR-CSA,binutils,Scenario 3 (S.2-1),28,59
flawfinder-infer-commsca,FLF-IFR-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-codeql-codechecker,FLF-CQL-CCH,libpng,Scenario 1 (S.1-1),4,7
flawfinder-codeql-codechecker,FLF-CQL-CCH,libpng,Scenario 2 (S.1-2),3,7
flawfinder-codeql-codechecker,FLF-CQL-CCH,libpng,Scenario 3 (S.2-1),2,7
flawfinder-codeql-codechecker,FLF-CQL-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-codeql-codechecker,FLF-CQL-CCH,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-codeql-codechecker,FLF-CQL-CCH,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-codeql-codechecker,FLF-CQL-CCH,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-codeql-codechecker,FLF-CQL-CCH,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-codeql-codechecker,FLF-CQL-CCH,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-codeql-codechecker,FLF-CQL-CCH,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-codeql-codechecker,FLF-CQL-CCH,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-codeql-codechecker,FLF-CQL-CCH,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-codeql-codechecker,FLF-CQL-CCH,poppler,Scenario 1 (S.1-1),2,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,poppler,Scenario 2 (S.1-2),1,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,poppler,Scenario 3 (S.2-1),2,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,poppler,Scenario 4 (S.2-2),1,22
flawfinder-codeql-codechecker,FLF-CQL-CCH,openssl,Scenario 1 (S.1-1),13,21
flawfinder-codeql-codechecker,FLF-CQL-CCH,openssl,Scenario 2 (S.1-2),8,21
flawfinder-codeql-codechecker,FLF-CQL-CCH,openssl,Scenario 3 (S.2-1),11,21
