Analyzer_Comb,Comb_Token,LL_CWE_ID,HL_CWE_ID,Scenario,N_Detected_CVEs,N_All_CVEs
cppcheck-infer-codechecker,CPC-IFR-CCH,129,707,Scenario 2 (S.1-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,129,707,Scenario 3 (S.2-1),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,129,707,Scenario 4 (S.2-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,787,664,Scenario 1 (S.1-1),3,12
cppcheck-infer-codechecker,CPC-IFR-CCH,787,664,Scenario 2 (S.1-2),3,12
cppcheck-infer-codechecker,CPC-IFR-CCH,787,664,Scenario 3 (S.2-1),1,12
cppcheck-infer-codechecker,CPC-IFR-CCH,787,664,Scenario 4 (S.2-2),0,12
cppcheck-infer-codechecker,CPC-IFR-CCH,415,664,Scenario 1 (S.1-1),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,415,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,415,664,Scenario 3 (S.2-1),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,415,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,617,691,Scenario 1 (S.1-1),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,617,691,Scenario 2 (S.1-2),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,617,691,Scenario 3 (S.2-1),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,617,691,Scenario 4 (S.2-2),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,125,664,Scenario 1 (S.1-1),12,50
cppcheck-infer-codechecker,CPC-IFR-CCH,125,664,Scenario 2 (S.1-2),11,50
cppcheck-infer-codechecker,CPC-IFR-CCH,125,664,Scenario 3 (S.2-1),4,50
cppcheck-infer-codechecker,CPC-IFR-CCH,125,664,Scenario 4 (S.2-2),3,50
cppcheck-infer-codechecker,CPC-IFR-CCH,770,664,Scenario 1 (S.1-1),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,770,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,770,664,Scenario 3 (S.2-1),1,1
cppcheck-infer-codechecker,CPC-IFR-CCH,770,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,189,682,Scenario 1 (S.1-1),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,189,682,Scenario 2 (S.1-2),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,189,682,Scenario 3 (S.2-1),0,1
cppcheck-infer-codechecker,CPC-IFR-CCH,189,682,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,399,664,Scenario 1 (S.1-1),1,4
cppcheck-infer-commsca,CPC-IFR-CSA,399,664,Scenario 2 (S.1-2),1,4
cppcheck-infer-commsca,CPC-IFR-CSA,399,664,Scenario 3 (S.2-1),1,4
cppcheck-infer-commsca,CPC-IFR-CSA,399,664,Scenario 4 (S.2-2),1,4
cppcheck-infer-commsca,CPC-IFR-CSA,681,664,Scenario 1 (S.1-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,681,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,681,664,Scenario 3 (S.2-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,681,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,611,664,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,611,664,Scenario 2 (S.1-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,611,664,Scenario 3 (S.2-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,611,664,Scenario 4 (S.2-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,416,664,Scenario 1 (S.1-1),2,7
cppcheck-infer-commsca,CPC-IFR-CSA,416,664,Scenario 2 (S.1-2),1,7
cppcheck-infer-commsca,CPC-IFR-CSA,416,664,Scenario 3 (S.2-1),1,7
cppcheck-infer-commsca,CPC-IFR-CSA,416,664,Scenario 4 (S.2-2),1,7
cppcheck-infer-commsca,CPC-IFR-CSA,20,707,Scenario 1 (S.1-1),6,11
cppcheck-infer-commsca,CPC-IFR-CSA,20,707,Scenario 2 (S.1-2),1,11
cppcheck-infer-commsca,CPC-IFR-CSA,20,707,Scenario 3 (S.2-1),6,11
cppcheck-infer-commsca,CPC-IFR-CSA,20,707,Scenario 4 (S.2-2),1,11
cppcheck-infer-commsca,CPC-IFR-CSA,835,691,Scenario 1 (S.1-1),3,6
cppcheck-infer-commsca,CPC-IFR-CSA,835,691,Scenario 2 (S.1-2),0,6
cppcheck-infer-commsca,CPC-IFR-CSA,835,691,Scenario 3 (S.2-1),2,6
cppcheck-infer-commsca,CPC-IFR-CSA,835,691,Scenario 4 (S.2-2),0,6
cppcheck-infer-commsca,CPC-IFR-CSA,401,664,Scenario 1 (S.1-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,401,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,401,664,Scenario 3 (S.2-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,401,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,131,682,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,131,682,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,131,682,Scenario 3 (S.2-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,131,682,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,772,664,Scenario 1 (S.1-1),1,2
cppcheck-infer-commsca,CPC-IFR-CSA,772,664,Scenario 2 (S.1-2),0,2
cppcheck-infer-commsca,CPC-IFR-CSA,772,664,Scenario 3 (S.2-1),1,2
cppcheck-infer-commsca,CPC-IFR-CSA,772,664,Scenario 4 (S.2-2),0,2
cppcheck-infer-commsca,CPC-IFR-CSA,119,664,Scenario 1 (S.1-1),18,36
cppcheck-infer-commsca,CPC-IFR-CSA,119,664,Scenario 2 (S.1-2),17,36
cppcheck-infer-commsca,CPC-IFR-CSA,119,664,Scenario 3 (S.2-1),13,36
cppcheck-infer-commsca,CPC-IFR-CSA,119,664,Scenario 4 (S.2-2),12,36
cppcheck-infer-commsca,CPC-IFR-CSA,190,682,Scenario 1 (S.1-1),14,17
cppcheck-infer-commsca,CPC-IFR-CSA,190,682,Scenario 2 (S.1-2),4,17
cppcheck-infer-commsca,CPC-IFR-CSA,190,682,Scenario 3 (S.2-1),12,17
cppcheck-infer-commsca,CPC-IFR-CSA,190,682,Scenario 4 (S.2-2),4,17
cppcheck-infer-commsca,CPC-IFR-CSA,664,664,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,664,664,Scenario 2 (S.1-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,664,664,Scenario 3 (S.2-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,664,664,Scenario 4 (S.2-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,369,682,Scenario 1 (S.1-1),4,8
cppcheck-infer-commsca,CPC-IFR-CSA,369,682,Scenario 2 (S.1-2),1,8
cppcheck-infer-commsca,CPC-IFR-CSA,369,682,Scenario 3 (S.2-1),4,8
cppcheck-infer-commsca,CPC-IFR-CSA,369,682,Scenario 4 (S.2-2),1,8
cppcheck-infer-commsca,CPC-IFR-CSA,476,703,Scenario 1 (S.1-1),18,29
cppcheck-infer-commsca,CPC-IFR-CSA,476,703,Scenario 2 (S.1-2),9,29
cppcheck-infer-commsca,CPC-IFR-CSA,476,703,Scenario 3 (S.2-1),13,29
cppcheck-infer-commsca,CPC-IFR-CSA,476,703,Scenario 4 (S.2-2),7,29
cppcheck-infer-commsca,CPC-IFR-CSA,129,707,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,129,707,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,129,707,Scenario 3 (S.2-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,129,707,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,787,664,Scenario 1 (S.1-1),7,12
cppcheck-infer-commsca,CPC-IFR-CSA,787,664,Scenario 2 (S.1-2),6,12
cppcheck-infer-commsca,CPC-IFR-CSA,787,664,Scenario 3 (S.2-1),4,12
cppcheck-infer-commsca,CPC-IFR-CSA,787,664,Scenario 4 (S.2-2),3,12
cppcheck-infer-commsca,CPC-IFR-CSA,415,664,Scenario 1 (S.1-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,415,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,415,664,Scenario 3 (S.2-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,415,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,617,691,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,617,691,Scenario 2 (S.1-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,617,691,Scenario 3 (S.2-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,617,691,Scenario 4 (S.2-2),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,125,664,Scenario 1 (S.1-1),32,50
cppcheck-infer-commsca,CPC-IFR-CSA,125,664,Scenario 2 (S.1-2),25,50
cppcheck-infer-commsca,CPC-IFR-CSA,125,664,Scenario 3 (S.2-1),19,50
cppcheck-infer-commsca,CPC-IFR-CSA,125,664,Scenario 4 (S.2-2),13,50
cppcheck-infer-commsca,CPC-IFR-CSA,770,664,Scenario 1 (S.1-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,770,664,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,770,664,Scenario 3 (S.2-1),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,770,664,Scenario 4 (S.2-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,189,682,Scenario 1 (S.1-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,189,682,Scenario 2 (S.1-2),0,1
cppcheck-infer-commsca,CPC-IFR-CSA,189,682,Scenario 3 (S.2-1),1,1
cppcheck-infer-commsca,CPC-IFR-CSA,189,682,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,399,664,Scenario 1 (S.1-1),1,4
cppcheck-codeql-codechecker,CPC-CQL-CCH,399,664,Scenario 2 (S.1-2),0,4
cppcheck-codeql-codechecker,CPC-CQL-CCH,399,664,Scenario 3 (S.2-1),1,4
cppcheck-codeql-codechecker,CPC-CQL-CCH,399,664,Scenario 4 (S.2-2),0,4
cppcheck-codeql-codechecker,CPC-CQL-CCH,681,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,681,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,681,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,681,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,611,664,Scenario 1 (S.1-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,611,664,Scenario 2 (S.1-2),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,611,664,Scenario 3 (S.2-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,611,664,Scenario 4 (S.2-2),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,416,664,Scenario 1 (S.1-1),4,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,416,664,Scenario 2 (S.1-2),2,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,416,664,Scenario 3 (S.2-1),3,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,416,664,Scenario 4 (S.2-2),1,7
cppcheck-codeql-codechecker,CPC-CQL-CCH,20,707,Scenario 1 (S.1-1),6,11
cppcheck-codeql-codechecker,CPC-CQL-CCH,20,707,Scenario 2 (S.1-2),0,11
cppcheck-codeql-codechecker,CPC-CQL-CCH,20,707,Scenario 3 (S.2-1),6,11
cppcheck-codeql-codechecker,CPC-CQL-CCH,20,707,Scenario 4 (S.2-2),0,11
cppcheck-codeql-codechecker,CPC-CQL-CCH,835,691,Scenario 1 (S.1-1),1,6
cppcheck-codeql-codechecker,CPC-CQL-CCH,835,691,Scenario 2 (S.1-2),0,6
cppcheck-codeql-codechecker,CPC-CQL-CCH,835,691,Scenario 3 (S.2-1),1,6
cppcheck-codeql-codechecker,CPC-CQL-CCH,835,691,Scenario 4 (S.2-2),0,6
cppcheck-codeql-codechecker,CPC-CQL-CCH,401,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,401,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,401,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,401,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,131,682,Scenario 1 (S.1-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,131,682,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,131,682,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,131,682,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,772,664,Scenario 1 (S.1-1),0,2
cppcheck-codeql-codechecker,CPC-CQL-CCH,772,664,Scenario 2 (S.1-2),0,2
cppcheck-codeql-codechecker,CPC-CQL-CCH,772,664,Scenario 3 (S.2-1),0,2
cppcheck-codeql-codechecker,CPC-CQL-CCH,772,664,Scenario 4 (S.2-2),0,2
cppcheck-codeql-codechecker,CPC-CQL-CCH,119,664,Scenario 1 (S.1-1),17,36
cppcheck-codeql-codechecker,CPC-CQL-CCH,119,664,Scenario 2 (S.1-2),13,36
cppcheck-codeql-codechecker,CPC-CQL-CCH,119,664,Scenario 3 (S.2-1),14,36
cppcheck-codeql-codechecker,CPC-CQL-CCH,119,664,Scenario 4 (S.2-2),10,36
cppcheck-codeql-codechecker,CPC-CQL-CCH,190,682,Scenario 1 (S.1-1),3,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,190,682,Scenario 2 (S.1-2),0,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,190,682,Scenario 3 (S.2-1),3,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,190,682,Scenario 4 (S.2-2),0,17
cppcheck-codeql-codechecker,CPC-CQL-CCH,664,664,Scenario 1 (S.1-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,664,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,664,664,Scenario 3 (S.2-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,664,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,369,682,Scenario 1 (S.1-1),1,8
cppcheck-codeql-codechecker,CPC-CQL-CCH,369,682,Scenario 2 (S.1-2),0,8
cppcheck-codeql-codechecker,CPC-CQL-CCH,369,682,Scenario 3 (S.2-1),1,8
cppcheck-codeql-codechecker,CPC-CQL-CCH,369,682,Scenario 4 (S.2-2),0,8
cppcheck-codeql-codechecker,CPC-CQL-CCH,476,703,Scenario 1 (S.1-1),13,29
cppcheck-codeql-codechecker,CPC-CQL-CCH,476,703,Scenario 2 (S.1-2),10,29
cppcheck-codeql-codechecker,CPC-CQL-CCH,476,703,Scenario 3 (S.2-1),11,29
cppcheck-codeql-codechecker,CPC-CQL-CCH,476,703,Scenario 4 (S.2-2),9,29
cppcheck-codeql-codechecker,CPC-CQL-CCH,129,707,Scenario 1 (S.1-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,129,707,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,129,707,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,129,707,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,787,664,Scenario 1 (S.1-1),4,12
cppcheck-codeql-codechecker,CPC-CQL-CCH,787,664,Scenario 2 (S.1-2),2,12
cppcheck-codeql-codechecker,CPC-CQL-CCH,787,664,Scenario 3 (S.2-1),4,12
cppcheck-codeql-codechecker,CPC-CQL-CCH,787,664,Scenario 4 (S.2-2),2,12
cppcheck-codeql-codechecker,CPC-CQL-CCH,415,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,415,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,415,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,415,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,617,691,Scenario 1 (S.1-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,617,691,Scenario 2 (S.1-2),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,617,691,Scenario 3 (S.2-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,617,691,Scenario 4 (S.2-2),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,125,664,Scenario 1 (S.1-1),11,50
cppcheck-codeql-codechecker,CPC-CQL-CCH,125,664,Scenario 2 (S.1-2),4,50
cppcheck-codeql-codechecker,CPC-CQL-CCH,125,664,Scenario 3 (S.2-1),9,50
cppcheck-codeql-codechecker,CPC-CQL-CCH,125,664,Scenario 4 (S.2-2),4,50
cppcheck-codeql-codechecker,CPC-CQL-CCH,770,664,Scenario 1 (S.1-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,770,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,770,664,Scenario 3 (S.2-1),1,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,770,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,189,682,Scenario 1 (S.1-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,189,682,Scenario 2 (S.1-2),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,189,682,Scenario 3 (S.2-1),0,1
cppcheck-codeql-codechecker,CPC-CQL-CCH,189,682,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,399,664,Scenario 1 (S.1-1),2,4
cppcheck-codeql-commsca,CPC-CQL-CSA,399,664,Scenario 2 (S.1-2),1,4
cppcheck-codeql-commsca,CPC-CQL-CSA,399,664,Scenario 3 (S.2-1),2,4
cppcheck-codeql-commsca,CPC-CQL-CSA,399,664,Scenario 4 (S.2-2),1,4
cppcheck-codeql-commsca,CPC-CQL-CSA,681,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,681,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,681,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,681,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,611,664,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,611,664,Scenario 2 (S.1-2),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,611,664,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,611,664,Scenario 4 (S.2-2),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,416,664,Scenario 1 (S.1-1),4,7
cppcheck-codeql-commsca,CPC-CQL-CSA,416,664,Scenario 2 (S.1-2),2,7
cppcheck-codeql-commsca,CPC-CQL-CSA,416,664,Scenario 3 (S.2-1),3,7
cppcheck-codeql-commsca,CPC-CQL-CSA,416,664,Scenario 4 (S.2-2),1,7
cppcheck-codeql-commsca,CPC-CQL-CSA,20,707,Scenario 1 (S.1-1),7,11
cppcheck-codeql-commsca,CPC-CQL-CSA,20,707,Scenario 2 (S.1-2),1,11
cppcheck-codeql-commsca,CPC-CQL-CSA,20,707,Scenario 3 (S.2-1),7,11
cppcheck-codeql-commsca,CPC-CQL-CSA,20,707,Scenario 4 (S.2-2),1,11
cppcheck-codeql-commsca,CPC-CQL-CSA,835,691,Scenario 1 (S.1-1),3,6
cppcheck-codeql-commsca,CPC-CQL-CSA,835,691,Scenario 2 (S.1-2),0,6
cppcheck-codeql-commsca,CPC-CQL-CSA,835,691,Scenario 3 (S.2-1),2,6
cppcheck-codeql-commsca,CPC-CQL-CSA,835,691,Scenario 4 (S.2-2),0,6
cppcheck-codeql-commsca,CPC-CQL-CSA,401,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,401,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,401,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,401,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,131,682,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,131,682,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,131,682,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,131,682,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,772,664,Scenario 1 (S.1-1),1,2
cppcheck-codeql-commsca,CPC-CQL-CSA,772,664,Scenario 2 (S.1-2),0,2
cppcheck-codeql-commsca,CPC-CQL-CSA,772,664,Scenario 3 (S.2-1),1,2
cppcheck-codeql-commsca,CPC-CQL-CSA,772,664,Scenario 4 (S.2-2),0,2
cppcheck-codeql-commsca,CPC-CQL-CSA,119,664,Scenario 1 (S.1-1),21,36
cppcheck-codeql-commsca,CPC-CQL-CSA,119,664,Scenario 2 (S.1-2),18,36
cppcheck-codeql-commsca,CPC-CQL-CSA,119,664,Scenario 3 (S.2-1),18,36
cppcheck-codeql-commsca,CPC-CQL-CSA,119,664,Scenario 4 (S.2-2),15,36
cppcheck-codeql-commsca,CPC-CQL-CSA,190,682,Scenario 1 (S.1-1),14,17
cppcheck-codeql-commsca,CPC-CQL-CSA,190,682,Scenario 2 (S.1-2),4,17
cppcheck-codeql-commsca,CPC-CQL-CSA,190,682,Scenario 3 (S.2-1),12,17
cppcheck-codeql-commsca,CPC-CQL-CSA,190,682,Scenario 4 (S.2-2),4,17
cppcheck-codeql-commsca,CPC-CQL-CSA,664,664,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,664,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,664,664,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,664,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,369,682,Scenario 1 (S.1-1),5,8
cppcheck-codeql-commsca,CPC-CQL-CSA,369,682,Scenario 2 (S.1-2),1,8
cppcheck-codeql-commsca,CPC-CQL-CSA,369,682,Scenario 3 (S.2-1),5,8
cppcheck-codeql-commsca,CPC-CQL-CSA,369,682,Scenario 4 (S.2-2),1,8
cppcheck-codeql-commsca,CPC-CQL-CSA,476,703,Scenario 1 (S.1-1),20,29
cppcheck-codeql-commsca,CPC-CQL-CSA,476,703,Scenario 2 (S.1-2),14,29
cppcheck-codeql-commsca,CPC-CQL-CSA,476,703,Scenario 3 (S.2-1),15,29
cppcheck-codeql-commsca,CPC-CQL-CSA,476,703,Scenario 4 (S.2-2),12,29
cppcheck-codeql-commsca,CPC-CQL-CSA,129,707,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,129,707,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,129,707,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,129,707,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,787,664,Scenario 1 (S.1-1),9,12
cppcheck-codeql-commsca,CPC-CQL-CSA,787,664,Scenario 2 (S.1-2),6,12
cppcheck-codeql-commsca,CPC-CQL-CSA,787,664,Scenario 3 (S.2-1),6,12
cppcheck-codeql-commsca,CPC-CQL-CSA,787,664,Scenario 4 (S.2-2),4,12
cppcheck-codeql-commsca,CPC-CQL-CSA,415,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,415,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,415,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,415,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,617,691,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,617,691,Scenario 2 (S.1-2),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,617,691,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,617,691,Scenario 4 (S.2-2),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,125,664,Scenario 1 (S.1-1),33,50
cppcheck-codeql-commsca,CPC-CQL-CSA,125,664,Scenario 2 (S.1-2),23,50
cppcheck-codeql-commsca,CPC-CQL-CSA,125,664,Scenario 3 (S.2-1),20,50
cppcheck-codeql-commsca,CPC-CQL-CSA,125,664,Scenario 4 (S.2-2),12,50
cppcheck-codeql-commsca,CPC-CQL-CSA,770,664,Scenario 1 (S.1-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,770,664,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,770,664,Scenario 3 (S.2-1),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,770,664,Scenario 4 (S.2-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,189,682,Scenario 1 (S.1-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,189,682,Scenario 2 (S.1-2),0,1
cppcheck-codeql-commsca,CPC-CQL-CSA,189,682,Scenario 3 (S.2-1),1,1
cppcheck-codeql-commsca,CPC-CQL-CSA,189,682,Scenario 4 (S.2-2),0,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,399,664,Scenario 1 (S.1-1),1,4
cppcheck-codechecker-commsca,CPC-CCH-CSA,399,664,Scenario 2 (S.1-2),1,4
cppcheck-codechecker-commsca,CPC-CCH-CSA,399,664,Scenario 3 (S.2-1),1,4
cppcheck-codechecker-commsca,CPC-CCH-CSA,399,664,Scenario 4 (S.2-2),1,4
cppcheck-codechecker-commsca,CPC-CCH-CSA,681,664,Scenario 1 (S.1-1),0,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,681,664,Scenario 2 (S.1-2),0,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,681,664,Scenario 3 (S.2-1),0,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,681,664,Scenario 4 (S.2-2),0,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,611,664,Scenario 1 (S.1-1),1,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,611,664,Scenario 2 (S.1-2),1,1
cppcheck-codechecker-commsca,CPC-CCH-CSA,611,664,Scenario 3 (S.2-1),1,1
